usuario_id,valor,data
16593,95.82,2024-01-05
13450,53.68,2024-11-07
18469,95.11,2024-09-30
30550,82.74,2024-06-05
39826,120.64,2024-06-25
32802,69.93,2024-06-23
33389,61.99,2024-06-30
24863,106.64,2024-07-03
28514,79.61,2024-07-15
49198,33.78,2024-08-09
39391,47.02,2024-02-04
27253,149.56,2024-05-09
36400,116.01,2024-12-09
31799,35.22,2024-08-11
25037,119.17,2024-12-15
13281,43.98,2024-02-22
31104,131.06,2024-01-19
7366,29.54,2024-04-24
46412,110.97,2024-10-08
17752,60.82,2024-04-02
8751,37.46,2024-10-10
18512,20.28,2024-02-22
24817,28.12,2024-03-13
44225,107.41,2024-12-01
22580,137.45,2024-05-31
40363,146.69,2024-07-08
49130,126.27,2024-12-20
36291,94.48,2024-10-02
27984,140.7,2024-06-02
36674,18.32,2024-07-12
8160,82.27,2024-01-03
49972,74.63,2024-05-26
47304,121.58,2024-04-17
13713,124.16,2024-12-15
6119,113.73,2024-04-02
10023,74.46,2024-08-19
36082,50.36,2024-10-22
45973,90.49,2024-06-07
46933,119.57,2024-01-16
47762,33.23,2024-12-13
2886,142.84,2024-11-08
30036,134.86,2024-02-11
34531,62.96,2024-05-28
34915,96.82,2024-06-28
11259,94.36,2024-09-05
16305,58.1,2024-01-08
6505,59.05,2024-05-24
45350,30.91,2024-08-21
27910,82.14,2024-06-09
25341,141.9,2024-01-13
34552,84.08,2024-11-18
25246,47.73,2024-02-12
2821,20.49,2024-11-09
42211,57.43,2024-12-20
25210,15.05,2024-02-10
20022,99.51,2024-08-31
27932,58.74,2024-12-30
34974,138.51,2024-11-23
38156,60.38,2024-04-07
48150,36.93,2024-02-22
8414,58.41,2024-02-25
47165,27.01,2024-11-22
1606,102.31,2024-12-16
38281,31.8,2024-07-11
41512,70.07,2024-02-24
28330,55.72,2024-08-16
2224,90.68,2024-11-09
13868,105.43,2024-03-16
42767,93.21,2024-07-09
30046,128.77,2024-05-29
44536,20.4,2024-09-26
16764,148.98,2024-10-25
24025,42.72,2024-04-16
26648,77.64,2024-09-26
31589,17.91,2024-03-16
3499,54.23,2024-07-04
20042,57.3,2024-06-25
18026,131.69,2024-06-11
9343,97.48,2024-03-19
26079,86.04,2024-05-12
2439,26.64,2024-10-06
24463,99.05,2024-08-02
15483,85.27,2024-07-07
41299,16.42,2024-06-20
46768,42.91,2024-11-14
20513,28.78,2024-05-03
25381,58.08,2024-01-12
5637,65.04,2024-10-08
21356,106.92,2024-09-11
17363,125.46,2024-07-28
35512,85.78,2024-04-13
20762,147.08,2024-11-18
6828,82.1,2024-01-21
38921,96.17,2024-06-20
30289,79.89,2024-09-25
25782,116.2,2024-08-02
27585,75.2,2024-05-30
11423,119.73,2024-07-22
14328,47.24,2024-07-09
38925,106.93,2024-03-02
5252,106.45,2024-06-16
13196,92.35,2024-01-29
7808,12.72,2024-03-29
44306,140.41,2024-04-13
13244,81.38,2024-09-28
7054,49.4,2024-04-11
3982,99.67,2024-11-07
37482,116.91,2024-05-17
40521,95.65,2024-12-21
22610,43.81,2024-02-20
12460,51.98,2024-06-06
19239,125.57,2024-01-15
6130,88.81,2024-08-01
18691,102.83,2024-11-12
38282,98.35,2024-04-23
16295,41.92,2024-01-27
7739,15.4,2024-12-25
49301,71.76,2024-01-27
28735,104.44,2024-09-21
22516,115.28,2024-05-29
1321,30.16,2024-05-17
9285,73.31,2024-06-11
31267,131.88,2024-09-14
49834,147.22,2024-10-30
28127,78.25,2024-03-03
12120,40.2,2024-05-12
4621,38.08,2024-04-19
17156,110.51,2024-04-10
11957,20.56,2024-12-10
29540,30.22,2024-01-14
23507,92.39,2024-08-30
27462,38.76,2024-07-24
12382,35.77,2024-04-10
5847,51.94,2024-01-10
41557,57.21,2024-04-15
1728,13.85,2024-01-08
4693,25.79,2024-05-10
17351,32.98,2024-03-13
38589,55.8,2024-06-25
13453,88.88,2024-03-31
26570,58.18,2024-01-25
12461,142.82,2024-04-25
43051,108.42,2024-10-13
431,14.1,2024-11-14
11533,43.3,2024-05-23
2717,148.19,2024-04-28
5172,113.23,2024-11-30
7352,96.37,2024-03-04
26113,110.61,2024-10-31
8265,32.62,2024-03-21
10414,67.38,2024-12-30
41378,60.41,2024-09-12
16051,90.3,2024-02-02
25270,82.29,2024-08-25
30526,58.67,2024-01-16
13257,148.8,2024-09-22
41250,134.99,2024-05-27
13645,78.27,2024-03-04
39318,103.2,2024-07-17
28894,102.95,2024-08-28
39079,94.64,2024-06-21
13166,90.75,2024-03-29
24023,11.37,2024-02-13
44661,73.14,2024-08-27
12647,114.79,2024-08-26
29913,55.19,2024-12-13
4177,81.96,2024-01-24
4546,149.53,2024-03-02
10909,28.45,2024-01-26
40758,12.58,2024-09-04
32938,143.47,2024-09-24
23955,67.23,2024-07-21
7545,35.09,2024-11-08
23585,111.95,2024-10-12
42100,21.89,2024-12-26
6603,11.93,2024-06-13
43658,145.25,2024-05-03
22862,30.84,2024-02-23
15194,57.52,2024-07-31
47468,77.4,2024-12-31
17657,73.09,2024-04-15
16882,136.08,2024-04-01
7140,137.7,2024-03-31
29942,66.87,2024-10-07
5718,66.38,2024-11-20
46512,81.62,2024-07-17
37926,138.05,2024-12-26
28587,87.05,2024-02-15
10981,15.5,2024-06-04
5048,36.71,2024-09-05
1912,97.57,2024-12-04
17794,48.82,2024-06-06
32886,86.27,2024-03-24
11854,130.34,2024-08-10
33071,19.82,2024-03-01
18639,74.75,2024-11-24
47691,57.43,2024-03-02
30831,142.4,2024-07-26
14930,34.05,2024-02-05
39300,97.36,2024-07-25
22123,111.37,2024-12-04
25703,91.28,2024-11-15
22811,123.7,2024-11-23
32023,87.2,2024-07-13
22596,135.31,2024-10-12
48940,124.17,2024-10-17
49318,20.0,2024-10-17
20722,114.16,2024-06-25
10687,130.47,2024-08-29
23351,120.92,2024-04-30
8798,90.67,2024-07-11
33762,44.03,2024-11-12
28765,133.75,2024-12-11
19080,95.3,2024-11-09
21427,141.92,2024-06-01
27213,10.07,2024-06-22
39813,51.17,2024-02-18
39793,26.4,2024-04-28
33898,15.05,2024-07-01
23439,144.88,2024-03-01
19097,114.28,2024-12-11
18404,85.72,2024-12-19
9484,58.04,2024-01-13
11729,81.63,2024-08-20
40733,80.84,2024-10-08
18648,20.84,2024-05-22
9492,39.24,2024-10-19
47911,32.86,2024-10-23
23544,10.75,2024-07-14
12622,29.84,2024-10-27
8862,143.54,2024-12-14
7140,105.01,2024-05-23
42052,53.06,2024-06-18
6306,90.51,2024-07-10
19417,134.45,2024-12-01
9133,127.09,2024-09-08
7745,31.58,2024-04-23
20682,88.37,2024-10-07
15683,62.44,2024-09-13
11561,107.44,2024-02-04
8896,40.67,2024-04-30
35450,102.28,2024-09-02
43947,96.56,2024-07-02
44693,132.28,2024-09-01
7538,148.41,2024-05-01
45172,113.35,2024-11-03
30107,112.82,2024-12-09
30080,133.04,2024-07-08
6261,13.92,2024-11-16
16955,114.52,2024-03-04
32798,54.74,2024-10-02
12868,66.52,2024-05-21
7970,102.66,2024-09-19
7140,138.81,2024-03-04
46673,121.89,2024-08-04
40383,148.3,2024-01-15
33765,19.18,2024-11-09
3668,101.45,2024-09-07
18586,149.44,2024-06-03
946,121.61,2024-12-16
20787,41.44,2024-04-27
33531,61.95,2024-11-08
49605,129.08,2024-12-23
39327,95.82,2024-05-19
13340,95.3,2024-08-24
42475,81.58,2024-01-14
21532,118.75,2024-01-17
48921,112.2,2024-06-23
566,144.16,2024-09-05
11304,137.33,2024-04-22
43400,105.6,2024-07-09
32659,118.44,2024-08-07
34718,16.56,2024-05-24
17947,54.47,2024-06-23
18654,139.49,2024-06-02
40856,111.1,2024-07-04
46763,42.1,2024-10-12
43917,22.02,2024-11-03
39364,79.61,2024-09-04
38433,104.23,2024-05-22
17819,133.92,2024-02-14
26218,38.34,2024-09-23
11923,14.48,2024-10-21
32669,75.7,2024-07-16
32561,102.41,2024-05-05
37810,133.62,2024-04-13
1886,111.84,2024-07-29
4831,98.13,2024-12-31
35887,80.38,2024-08-30
4327,37.15,2024-03-21
41911,93.0,2024-05-23
2580,132.87,2024-05-02
11009,95.03,2024-09-01
15113,136.68,2024-05-18
8279,120.29,2024-10-23
35616,20.15,2024-04-26
46353,49.92,2024-04-02
41203,120.6,2024-08-23
31995,68.42,2024-03-03
11733,40.0,2024-12-30
11974,89.55,2024-02-04
23846,88.36,2024-05-19
12832,68.64,2024-06-10
29647,138.42,2024-12-02
46748,143.27,2024-08-13
35116,14.33,2024-09-18
7483,12.17,2024-03-16
19147,50.15,2024-03-27
40086,68.14,2024-02-22
33126,120.69,2024-12-13
21345,148.39,2024-10-28
14260,137.91,2024-08-20
39921,80.05,2024-07-18
27700,114.91,2024-01-07
20099,53.17,2024-05-21
44662,87.18,2024-01-07
16458,18.5,2024-12-12
14163,80.76,2024-11-12
28888,129.91,2024-08-01
47807,93.26,2024-01-26
42484,61.29,2024-10-05
22467,110.83,2024-03-22
20414,72.08,2024-01-22
40752,75.85,2024-04-06
41072,140.14,2024-12-06
40846,134.84,2024-07-01
49509,88.22,2024-06-01
14566,37.36,2024-10-12
29880,91.48,2024-05-11
21662,29.07,2024-11-24
20928,131.19,2024-04-03
17304,72.32,2024-03-25
37548,66.42,2024-07-14
3311,89.66,2024-12-04
40146,45.0,2024-05-30
14630,79.77,2024-03-31
28377,99.82,2024-05-14
9147,29.88,2024-09-16
43068,85.95,2024-04-08
28896,97.88,2024-05-19
41977,133.81,2024-04-02
46180,145.74,2024-07-27
35549,83.0,2024-10-19
36088,75.59,2024-12-06
11026,14.59,2024-05-13
39673,32.88,2024-04-08
25920,121.09,2024-04-01
47883,81.42,2024-10-10
38817,123.53,2024-02-10
36002,54.01,2024-10-31
9546,53.83,2024-10-10
40688,10.06,2024-12-16
19481,108.74,2024-08-08
15388,133.0,2024-06-07
20493,71.21,2024-03-04
25224,40.32,2024-03-20
16291,32.73,2024-02-12
15061,40.0,2024-06-26
34010,24.09,2024-08-18
29165,63.17,2024-01-02
32037,23.35,2024-10-24
43170,86.92,2024-01-20
49049,136.91,2024-01-16
41955,29.04,2024-02-26
24982,48.21,2024-12-10
12875,75.85,2024-04-05
7241,40.88,2024-04-23
20879,51.82,2024-05-09
44457,93.35,2024-08-30
40539,141.04,2024-06-13
12757,58.41,2024-06-25
47700,137.51,2024-01-11
49588,144.08,2024-09-29
22856,105.79,2024-09-20
30426,42.36,2024-04-21
47602,43.45,2024-09-29
25903,88.69,2024-03-24
36974,80.72,2024-05-15
38057,42.47,2024-11-17
26302,81.46,2024-11-14
27125,137.95,2024-10-01
2433,86.62,2024-06-14
43940,69.1,2024-01-22
34848,10.0,2024-11-13
1125,121.0,2024-10-05
14769,67.72,2024-01-09
48805,94.88,2024-11-21
7674,117.37,2024-01-07
27344,126.36,2024-12-07
40655,43.06,2024-01-12
4535,16.05,2024-09-04
23179,97.53,2024-01-29
25050,113.21,2024-10-31
5483,73.69,2024-09-27
44699,70.56,2024-07-25
7300,126.5,2024-01-23
17436,48.92,2024-11-27
6829,141.8,2024-06-30
6585,70.08,2024-09-07
23520,73.61,2024-01-01
8120,31.41,2024-09-17
32884,75.45,2024-10-06
25292,52.24,2024-01-12
443,111.04,2024-08-19
40946,125.87,2024-03-27
24345,91.97,2024-06-17
40059,138.26,2024-11-25
42736,148.64,2024-08-05
20278,142.92,2024-09-09
10582,136.92,2024-06-14
136,116.65,2024-08-23
18887,140.71,2024-12-23
20225,131.76,2024-03-17
10124,74.52,2024-06-27
34871,56.76,2024-12-22
9188,148.89,2024-06-09
42679,90.17,2024-10-06
23858,64.72,2024-07-15
6955,54.83,2024-03-05
9309,72.41,2024-09-16
32387,133.56,2024-11-16
24091,145.97,2024-07-19
42790,85.41,2024-09-30
5874,39.95,2024-08-01
14271,81.1,2024-11-12
9541,57.97,2024-04-05
25613,113.39,2024-06-14
18853,143.99,2024-04-06
7238,77.63,2024-04-16
40238,10.14,2024-07-02
12556,119.6,2024-11-05
22723,57.28,2024-05-11
3315,47.57,2024-02-14
23318,55.2,2024-03-03
12909,142.8,2024-12-27
24807,135.67,2024-09-23
2903,133.78,2024-08-02
44830,65.02,2024-03-02
6069,64.91,2024-04-07
39152,37.2,2024-07-28
16431,133.1,2024-07-10
27449,87.17,2024-05-27
22053,34.94,2024-01-25
47427,73.16,2024-10-28
9217,86.21,2024-07-06
23407,83.16,2024-03-25
20321,110.82,2024-07-19
9631,102.9,2024-10-28
8982,66.5,2024-09-06
48784,59.73,2024-07-15
10600,132.95,2024-04-18
48174,38.22,2024-11-12
21086,77.29,2024-09-17
10051,17.78,2024-07-20
4447,93.69,2024-05-22
11020,110.73,2024-12-08
44185,118.54,2024-05-11
21032,53.63,2024-02-13
38659,81.22,2024-01-03
45733,90.94,2024-04-29
5435,43.73,2024-05-18
39002,70.89,2024-10-02
8325,53.47,2024-03-13
49874,72.97,2024-08-15
22816,77.47,2024-02-18
43078,66.17,2024-10-25
44129,50.48,2024-10-17
16649,125.6,2024-04-12
37748,53.06,2024-06-26
24910,32.41,2024-07-26
9467,41.06,2024-08-26
40515,43.21,2024-02-10
44134,131.27,2024-07-04
44644,13.61,2024-10-26
9477,13.49,2024-11-23
16128,30.7,2024-03-12
33492,20.76,2024-05-29
30069,65.89,2024-01-24
46137,112.32,2024-01-22
21589,90.68,2024-05-28
26318,110.92,2024-01-03
2499,39.42,2024-03-22
40337,124.69,2024-03-06
35429,61.31,2024-05-07
35697,143.37,2024-03-01
9896,36.81,2024-09-02
31079,124.79,2024-07-26
32910,128.16,2024-06-15
5373,49.88,2024-06-13
11187,21.87,2024-05-21
46598,80.31,2024-06-27
43376,83.07,2024-04-15
11118,67.64,2024-10-08
24455,116.13,2024-01-18
7017,141.99,2024-04-01
9925,88.61,2024-02-23
40340,121.18,2024-09-20
40442,149.01,2024-08-27
15617,143.89,2024-06-28
36339,62.07,2024-04-29
10850,106.77,2024-06-02
28327,126.56,2024-02-21
1335,119.12,2024-02-17
7320,41.1,2024-08-01
47600,42.54,2024-03-05
12386,111.62,2024-02-24
23949,98.06,2024-02-24
11229,83.9,2024-04-12
36919,148.92,2024-05-01
26636,147.28,2024-06-29
6489,122.03,2024-02-14
46997,144.35,2024-12-01
24553,74.98,2024-08-13
33144,56.04,2024-11-23
20963,37.39,2024-04-10
40074,66.52,2024-09-12
16688,146.19,2024-04-13
5236,29.48,2024-03-01
36947,94.28,2024-08-20
43991,122.38,2024-10-05
20216,89.46,2024-02-10
39316,103.77,2024-02-04
46755,60.75,2024-08-14
42472,128.11,2024-08-21
24596,142.24,2024-01-07
19896,95.08,2024-05-17
35008,91.23,2024-07-30
33899,12.54,2024-04-06
25956,48.86,2024-04-17
8074,93.91,2024-02-06
47972,55.85,2024-02-01
756,107.27,2024-12-26
40218,59.83,2024-04-05
16121,18.61,2024-02-12
7528,91.08,2024-01-20
9791,122.77,2024-04-13
4337,84.54,2024-07-15
4456,18.9,2024-05-20
28743,91.76,2024-11-30
3436,86.77,2024-02-06
18046,125.45,2024-08-17
34634,146.39,2024-02-22
47008,136.29,2024-02-15
49872,41.35,2024-02-23
28852,107.62,2024-07-30
10786,60.37,2024-12-01
7500,92.76,2024-07-01
43115,83.47,2024-10-29
19331,38.45,2024-07-05
27534,48.8,2024-09-15
24117,56.51,2024-09-22
47441,53.86,2024-09-21
29016,119.64,2024-05-05
7130,10.03,2024-07-25
24810,104.7,2024-06-06
315,76.42,2024-01-14
46340,22.13,2024-11-19
21487,85.35,2024-02-14
125,112.77,2024-04-14
18266,143.74,2024-10-17
33806,114.6,2024-02-03
33633,18.12,2024-06-17
23055,73.43,2024-06-06
49630,59.24,2024-11-06
40359,11.09,2024-05-13
23169,86.09,2024-07-04
12937,55.57,2024-03-18
48672,47.56,2024-10-05
45586,38.65,2024-12-19
26587,81.02,2024-04-29
23751,117.16,2024-10-19
9278,89.66,2024-10-21
2644,84.08,2024-12-08
10107,95.9,2024-09-14
22693,144.93,2024-07-06
39390,131.9,2024-08-18
45884,104.36,2024-10-16
11687,35.14,2024-12-12
2608,80.72,2024-03-22
7441,36.26,2024-11-18
20378,16.82,2024-10-20
8884,37.97,2024-03-25
24088,43.4,2024-06-27
36926,99.74,2024-12-17
5992,96.25,2024-02-06
4934,44.14,2024-02-12
34688,30.25,2024-04-10
14119,140.86,2024-01-22
21670,64.86,2024-03-29
26386,46.8,2024-12-10
4607,130.27,2024-08-07
47001,11.33,2024-06-28
7871,53.12,2024-08-27
46117,103.17,2024-11-21
30845,116.84,2024-11-09
32389,68.06,2024-12-09
23039,20.68,2024-12-01
47248,64.04,2024-05-16
39085,106.33,2024-12-08
45637,142.11,2024-05-21
25713,49.65,2024-09-15
14304,12.06,2024-03-07
2299,27.46,2024-09-16
10242,140.13,2024-06-19
22342,145.34,2024-06-22
9367,37.74,2024-12-13
48560,69.3,2024-01-08
2510,108.61,2024-12-07
14197,142.06,2024-12-08
44936,121.86,2024-03-01
47986,69.76,2024-11-13
49130,33.38,2024-05-24
41828,82.02,2024-06-10
24535,111.63,2024-02-11
10282,149.3,2024-07-16
48924,69.44,2024-12-01
33681,98.0,2024-12-18
17013,82.62,2024-04-10
14117,100.33,2024-09-28
13129,52.98,2024-08-18
10611,42.96,2024-05-04
23472,70.14,2024-04-13
32039,23.7,2024-04-24
3624,65.12,2024-11-29
46117,122.4,2024-12-30
12806,59.0,2024-07-24
13479,23.17,2024-01-23
19954,96.32,2024-01-18
33926,148.46,2024-04-20
34819,124.98,2024-12-25
25834,44.98,2024-07-25
35292,30.89,2024-09-05
27761,114.18,2024-04-26
35439,82.98,2024-06-20
26452,101.77,2024-05-04
12849,43.81,2024-06-22
37207,89.42,2024-07-20
4768,49.98,2024-11-04
27099,93.52,2024-06-26
4563,88.15,2024-09-21
28562,102.2,2024-08-25
13117,136.66,2024-01-08
24810,109.35,2024-12-05
7571,58.92,2024-12-22
27292,87.03,2024-05-27
27773,77.73,2024-04-24
5368,126.47,2024-07-27
22916,56.69,2024-06-13
49415,91.43,2024-08-21
31531,64.45,2024-05-27
18704,16.68,2024-08-10
10507,95.47,2024-12-01
35410,111.74,2024-04-14
24226,10.38,2024-02-13
36923,137.57,2024-11-01
33023,21.95,2024-04-27
36682,123.45,2024-03-25
6563,93.43,2024-09-23
34463,61.81,2024-06-07
8476,83.39,2024-02-02
3139,121.69,2024-04-30
40509,65.62,2024-04-10
24743,85.5,2024-06-10
46804,147.47,2024-12-08
47865,55.41,2024-06-07
30436,107.99,2024-03-26
19562,52.32,2024-07-19
6335,130.82,2024-07-17
31941,15.46,2024-11-29
16335,14.0,2024-05-17
20246,12.09,2024-12-25
40092,67.46,2024-03-04
17615,139.7,2024-10-28
44885,148.08,2024-07-29
9922,133.94,2024-07-17
13794,10.73,2024-10-15
17702,105.13,2024-10-25
16570,58.49,2024-07-26
34277,75.15,2024-08-12
17745,128.54,2024-04-30
36910,40.4,2024-02-03
32795,75.14,2024-10-08
14385,15.22,2024-04-08
41423,68.61,2024-02-16
48716,147.16,2024-12-10
12389,22.8,2024-12-12
35117,62.62,2024-03-24
31766,119.9,2024-06-21
36299,40.04,2024-11-03
36468,141.4,2024-10-27
45440,19.82,2024-06-13
47213,121.91,2024-04-10
31854,118.06,2024-06-03
41657,34.83,2024-08-09
25437,28.63,2024-09-24
41136,141.21,2024-10-09
21992,85.2,2024-05-11
19714,49.93,2024-02-29
33885,11.12,2024-06-06
45162,100.04,2024-03-22
35312,82.53,2024-07-12
38136,114.3,2024-04-12
39341,121.09,2024-01-06
4553,82.89,2024-12-02
48741,134.28,2024-10-24
14356,44.78,2024-07-08
23597,57.19,2024-07-01
24926,20.83,2024-09-20
11932,41.27,2024-08-24
29349,70.12,2024-08-25
1212,32.58,2024-06-12
24091,124.18,2024-08-14
29943,30.45,2024-07-11
7494,113.55,2024-02-23
47509,71.3,2024-12-01
47951,128.1,2024-04-18
48745,69.23,2024-07-23
23066,64.99,2024-12-12
23627,46.01,2024-08-19
171,50.45,2024-06-27
16182,33.06,2024-10-09
5526,56.28,2024-11-18
40958,135.04,2024-08-12
30987,131.92,2024-03-02
9017,110.4,2024-02-12
45285,66.32,2024-12-08
15363,124.56,2024-12-27
34290,43.38,2024-07-16
29365,123.03,2024-10-12
33337,133.15,2024-11-18
31228,77.45,2024-03-29
47689,29.99,2024-08-08
5811,124.54,2024-08-25
43188,138.38,2024-01-02
4145,131.53,2024-12-09
38729,148.32,2024-06-22
38017,16.61,2024-02-12
44738,43.7,2024-08-16
19817,21.95,2024-04-12
38944,44.67,2024-08-14
814,29.13,2024-02-07
21709,122.43,2024-10-08
20501,38.41,2024-07-17
48004,42.99,2024-12-21
11313,42.11,2024-01-13
32198,44.16,2024-11-27
31865,28.49,2024-08-06
46098,22.3,2024-07-07
18299,100.14,2024-06-22
6789,64.91,2024-01-09
34376,94.19,2024-11-30
746,132.37,2024-12-05
33538,146.81,2024-01-06
16469,127.81,2024-10-20
29048,91.11,2024-10-07
22447,130.2,2024-12-21
41125,22.17,2024-03-17
28196,61.69,2024-02-25
17037,64.48,2024-08-03
32205,136.75,2024-02-15
31542,92.14,2024-07-28
38814,10.77,2024-09-02
25112,32.08,2024-12-07
21389,57.5,2024-01-22
29790,124.75,2024-04-06
20366,37.88,2024-05-24
18358,81.83,2024-03-24
23506,143.44,2024-02-29
23449,12.94,2024-12-24
15925,14.67,2024-11-17
38577,94.0,2024-07-27
34029,61.28,2024-11-23
11169,12.18,2024-10-07
7398,56.43,2024-10-01
2061,79.87,2024-05-18
17400,135.2,2024-08-07
10797,71.12,2024-11-19
1960,30.44,2024-04-09
42183,63.61,2024-05-04
3683,24.45,2024-01-28
37122,70.25,2024-04-23
30436,17.57,2024-11-24
45705,109.93,2024-08-25
28008,29.43,2024-04-15
41201,67.86,2024-12-16
23335,119.93,2024-11-11
46359,82.32,2024-11-20
45788,16.0,2024-07-21
27618,81.99,2024-03-09
20184,73.01,2024-02-26
14779,58.73,2024-06-13
28984,98.25,2024-08-04
34519,131.71,2024-04-29
29337,87.43,2024-03-01
40922,12.84,2024-01-29
4197,68.47,2024-03-27
23900,106.69,2024-08-07
24190,36.8,2024-11-18
33981,73.33,2024-10-20
19306,60.22,2024-12-21
44610,79.47,2024-08-01
670,88.3,2024-03-22
36712,133.81,2024-05-05
11087,126.76,2024-11-16
32795,35.3,2024-12-08
42970,17.02,2024-06-15
13026,145.25,2024-07-01
46388,40.73,2024-12-28
11122,140.15,2024-04-13
26240,123.63,2024-03-28
1317,114.07,2024-01-30
48343,42.45,2024-06-03
49709,81.85,2024-10-30
12999,90.23,2024-07-17
45271,29.95,2024-03-30
1719,79.18,2024-03-21
19632,135.81,2024-02-29
3450,49.15,2024-02-29
485,57.96,2024-10-28
9907,66.49,2024-03-14
30045,143.16,2024-08-25
17033,70.06,2024-05-13
36658,47.65,2024-01-29
30228,11.27,2024-11-30
1318,13.89,2024-04-24
42626,111.83,2024-07-29
9451,115.52,2024-07-02
35589,108.58,2024-01-24
8565,72.5,2024-02-07
2991,54.4,2024-10-01
26184,88.82,2024-04-02
2602,20.7,2024-10-05
47677,70.44,2024-05-15
13317,16.69,2024-06-11
27611,141.61,2024-11-07
5480,41.03,2024-09-16
32388,105.45,2024-05-11
7048,107.78,2024-07-02
34310,17.17,2024-12-27
23305,62.87,2024-12-31
9817,127.24,2024-07-14
20337,108.26,2024-03-31
26980,109.45,2024-12-31
39486,18.86,2024-02-14
19787,79.91,2024-07-13
15444,47.74,2024-02-24
14956,87.14,2024-04-21
41347,10.47,2024-12-03
23460,60.57,2024-07-12
21290,23.17,2024-12-12
46664,137.71,2024-11-25
28324,74.44,2024-09-29
43854,52.6,2024-10-14
10357,131.14,2024-01-14
34551,28.16,2024-05-07
21578,62.62,2024-09-10
9193,40.88,2024-02-18
2787,60.27,2024-06-04
44302,17.62,2024-04-02
11459,85.72,2024-05-19
45667,55.36,2024-10-05
21974,146.23,2024-11-13
341,45.45,2024-03-20
6397,20.67,2024-09-13
34726,135.0,2024-09-30
39109,21.63,2024-07-02
19868,70.77,2024-02-21
10009,13.07,2024-05-06
44735,33.86,2024-10-16
27898,45.45,2024-09-09
4638,106.08,2024-01-25
3434,115.37,2024-03-28
4537,38.42,2024-12-31
41405,96.7,2024-11-24
43828,133.41,2024-10-15
11636,56.94,2024-08-29
29130,12.34,2024-05-04
35017,21.86,2024-10-07
42978,32.34,2024-07-13
30396,57.3,2024-12-31
38148,21.3,2024-05-09
21882,50.91,2024-03-10
34381,87.35,2024-06-27
36148,122.62,2024-05-21
7433,93.86,2024-08-14
27426,59.47,2024-11-11
4876,54.21,2024-12-16
43812,37.56,2024-11-06
30372,54.89,2024-01-27
9592,123.07,2024-10-05
19006,38.76,2024-07-05
39473,85.96,2024-01-07
10744,13.16,2024-07-24
27199,21.99,2024-04-30
47507,116.08,2024-08-11
33862,144.76,2024-12-19
29818,48.49,2024-08-18
24313,44.1,2024-01-23
18937,99.13,2024-02-27
12897,99.14,2024-03-02
32051,70.01,2024-05-12
39956,61.91,2024-05-07
35299,137.25,2024-06-16
5602,61.23,2024-02-22
37217,73.12,2024-05-07
47953,19.12,2024-02-04
1861,89.31,2024-11-29
12023,124.59,2024-12-27
40546,58.67,2024-10-09
27457,71.62,2024-05-15
28555,97.71,2024-01-09
28395,121.97,2024-05-04
42052,49.27,2024-03-23
4216,128.95,2024-06-24
14896,69.29,2024-04-08
13304,131.33,2024-03-03
27886,31.37,2024-06-16
19127,30.78,2024-06-25
49341,92.9,2024-08-03
23232,79.39,2024-06-07
1074,100.55,2024-10-29
19655,149.71,2024-05-25
27742,109.53,2024-12-06
24845,66.57,2024-02-04
27868,132.97,2024-12-18
48191,117.44,2024-09-14
3339,16.79,2024-07-24
21489,18.45,2024-08-17
39339,47.21,2024-10-09
7999,36.31,2024-12-06
2326,111.76,2024-12-19
20091,70.58,2024-01-23
21152,75.22,2024-11-01
4447,25.18,2024-02-15
46046,135.21,2024-02-23
4667,140.1,2024-04-27
19787,74.36,2024-10-20
16988,22.0,2024-02-04
39027,83.77,2024-08-19
12646,141.75,2024-10-11
44341,121.35,2024-07-17
5756,147.14,2024-04-07
27294,86.65,2024-06-10
22832,52.81,2024-07-13
18496,24.64,2024-03-24
45198,112.78,2024-02-29
24764,14.61,2024-11-02
9019,108.93,2024-03-15
14144,56.08,2024-06-07
3598,40.03,2024-06-10
7100,81.69,2024-01-15
8182,13.95,2024-09-13
39619,59.9,2024-03-04
5218,138.95,2024-07-26
8136,111.9,2024-12-06
9651,50.74,2024-01-17
42346,120.27,2024-05-12
4169,29.71,2024-03-07
43471,33.73,2024-04-12
21526,13.7,2024-06-04
19437,38.23,2024-11-24
46466,40.69,2024-12-29
26353,47.63,2024-03-27
20366,38.97,2024-12-14
27806,134.63,2024-07-07
6960,42.5,2024-05-03
34123,124.24,2024-03-28
7233,129.44,2024-07-23
12830,63.86,2024-03-19
7386,16.93,2024-03-18
44731,113.9,2024-07-04
48305,22.52,2024-04-17
18205,115.76,2024-08-21
23097,16.15,2024-10-15
936,86.5,2024-07-03
36035,62.41,2024-05-23
14921,133.57,2024-04-14
1610,84.17,2024-08-11
40301,136.49,2024-03-27
38087,140.4,2024-04-11
48274,137.93,2024-08-20
24132,87.59,2024-05-13
3466,130.51,2024-06-08
19171,128.47,2024-03-09
1291,64.52,2024-10-19
891,59.05,2024-01-24
2141,37.13,2024-11-23
7070,134.54,2024-01-20
32595,19.76,2024-03-02
16624,74.77,2024-06-23
48239,77.3,2024-02-03
7238,119.3,2024-02-03
23206,10.9,2024-03-27
17869,117.58,2024-07-26
6567,55.86,2024-09-08
21090,71.99,2024-08-24
9783,50.17,2024-10-03
5044,18.15,2024-12-16
22087,125.75,2024-05-06
2295,39.19,2024-10-04
