data,origem,destino,volume_toneladas,tipo_carga
2024-04-07,São Paulo,Sorocaba,22.1,Inflamável
2024-04-03,São Paulo,Sorocaba,15.2,Comum
2024-04-03,Ribeirão Preto,São Paulo,26.8,Tóxica
2024-04-07,São José do Rio Preto,São Paulo,23.6,Inflamável
2024-04-02,Ribeirão Preto,São José do Rio Preto,23.5,Inflamável
2024-04-02,São Paulo,Campinas,25.5,Tóxica
2024-04-06,Ribeirão Preto,Campinas,16.5,Tóxica
2024-04-02,São José do Rio Preto,São Paulo,31.1,Tóxica
2024-04-05,Campinas,São Paulo,9.9,Inflamável
2024-04-01,Campinas,Sorocaba,15.3,Tóxica
2024-04-03,Campinas,São José do Rio Preto,8.8,Tóxica
2024-04-01,Ribeirão Preto,Campinas,16.3,Comum
2024-04-07,São Paulo,Sorocaba,29.5,Tóxica
2024-04-07,Ribeirão Preto,Campinas,17.9,Inflamável
2024-04-05,São José do Rio Preto,Campinas,14.2,Comum
2024-04-05,Sorocaba,Ribeirão Preto,11.3,Inflamável
2024-04-03,São José do Rio Preto,Sorocaba,16.6,Tóxica
2024-04-04,Ribeirão Preto,Sorocaba,23.2,Comum
2024-04-02,Ribeirão Preto,Sorocaba,24.7,Inflamável
2024-04-07,São Paulo,Ribeirão Preto,22.3,Inflamável
2024-04-06,Ribeirão Preto,São José do Rio Preto,34.6,Tóxica
2024-04-04,Campinas,São Paulo,25.7,Tóxica
2024-04-06,Ribeirão Preto,Sorocaba,32.9,Inflamável
2024-04-03,São Paulo,Campinas,8.5,Comum
2024-04-06,Sorocaba,São Paulo,20.8,Tóxica
2024-04-04,São José do Rio Preto,Campinas,20.6,Inflamável
2024-04-04,Ribeirão Preto,Campinas,22.3,Inflamável
2024-04-05,Sorocaba,São Paulo,27.4,Inflamável
2024-04-05,Ribeirão Preto,Sorocaba,34.1,Comum
2024-04-07,Sorocaba,Campinas,31.3,Tóxica
2024-04-03,Campinas,Ribeirão Preto,15.2,Comum
2024-04-06,São Paulo,São José do Rio Preto,10.3,Inflamável
2024-04-03,Campinas,São Paulo,21.3,Comum
2024-04-01,Sorocaba,São Paulo,21.6,Tóxica
2024-04-05,São José do Rio Preto,Sorocaba,11.8,Comum
2024-04-03,São Paulo,São José do Rio Preto,27.0,Inflamável
2024-04-02,Ribeirão Preto,São José do Rio Preto,16.9,Inflamável
2024-04-06,Sorocaba,São José do Rio Preto,20.6,Tóxica
2024-04-07,Campinas,São Paulo,15.4,Inflamável
2024-04-02,Ribeirão Preto,São Paulo,12.6,Comum
2024-04-05,Sorocaba,Ribeirão Preto,12.3,Inflamável
2024-04-01,São José do Rio Preto,Campinas,29.5,Tóxica
2024-04-04,Sorocaba,São José do Rio Preto,13.8,Tóxica
2024-04-07,São José do Rio Preto,Sorocaba,28.4,Tóxica
2024-04-04,Sorocaba,São Paulo,6.2,Tóxica
2024-04-03,Campinas,Ribeirão Preto,14.2,Tóxica
2024-04-04,Sorocaba,São Paulo,22.2,Tóxica
2024-04-06,São José do Rio Preto,São Paulo,17.3,Comum
2024-04-01,Sorocaba,São Paulo,13.5,Tóxica
2024-04-01,Ribeirão Preto,São Paulo,13.3,Comum
2024-04-05,São José do Rio Preto,Sorocaba,28.9,Tóxica
2024-04-05,Sorocaba,Ribeirão Preto,34.2,Comum
2024-04-06,Ribeirão Preto,Campinas,6.1,Tóxica
2024-04-02,Campinas,São Paulo,27.8,Tóxica
2024-04-04,Campinas,Sorocaba,21.6,Tóxica
2024-04-07,Campinas,São José do Rio Preto,28.5,Tóxica
2024-04-03,São Paulo,Campinas,25.9,Tóxica
2024-04-04,São José do Rio Preto,São Paulo,31.6,Inflamável
2024-04-05,Campinas,São Paulo,28.6,Tóxica
2024-04-04,Ribeirão Preto,Sorocaba,19.3,Inflamável
2024-04-02,Sorocaba,Ribeirão Preto,14.2,Comum
2024-04-03,São Paulo,São José do Rio Preto,20.2,Tóxica
2024-04-04,Ribeirão Preto,Campinas,20.1,Tóxica
2024-04-07,São José do Rio Preto,São Paulo,10.6,Tóxica
2024-04-01,Ribeirão Preto,Sorocaba,24.7,Inflamável
2024-04-06,São Paulo,Sorocaba,23.6,Tóxica
2024-04-07,São Paulo,Campinas,12.2,Tóxica
2024-04-01,Sorocaba,Ribeirão Preto,18.0,Comum
2024-04-06,São José do Rio Preto,Sorocaba,11.3,Inflamável
2024-04-04,São José do Rio Preto,Sorocaba,31.3,Comum
2024-04-04,Campinas,São Paulo,19.6,Comum
2024-04-04,Campinas,Sorocaba,11.7,Tóxica
2024-04-01,Sorocaba,São José do Rio Preto,6.2,Tóxica
2024-04-06,São Paulo,Ribeirão Preto,25.3,Tóxica
2024-04-04,Ribeirão Preto,Sorocaba,34.7,Inflamável
2024-04-07,São Paulo,São José do Rio Preto,21.0,Tóxica
2024-04-06,Ribeirão Preto,Campinas,13.7,Tóxica
2024-04-05,São Paulo,Sorocaba,13.3,Comum
2024-04-02,São José do Rio Preto,Ribeirão Preto,14.2,Tóxica
2024-04-03,São José do Rio Preto,São Paulo,34.6,Tóxica
2024-04-05,Ribeirão Preto,São José do Rio Preto,23.2,Tóxica
2024-04-01,São José do Rio Preto,São Paulo,30.3,Comum
2024-04-05,Campinas,São Paulo,7.2,Comum
2024-04-02,São Paulo,Campinas,15.4,Tóxica
2024-04-02,Ribeirão Preto,São José do Rio Preto,24.7,Tóxica
2024-04-06,Ribeirão Preto,São Paulo,10.8,Inflamável
2024-04-07,São Paulo,Ribeirão Preto,15.7,Inflamável
2024-04-07,São José do Rio Preto,São Paulo,12.9,Inflamável
2024-04-06,Sorocaba,Campinas,23.4,Comum
2024-04-03,Ribeirão Preto,São Paulo,15.3,Tóxica
2024-04-05,São Paulo,Sorocaba,14.3,Inflamável
2024-04-01,São José do Rio Preto,Ribeirão Preto,17.3,Tóxica
2024-04-04,Ribeirão Preto,São José do Rio Preto,10.9,Inflamável
2024-04-01,São Paulo,Sorocaba,9.6,Inflamável
2024-04-03,São Paulo,São José do Rio Preto,32.4,Inflamável
2024-04-06,Ribeirão Preto,Sorocaba,17.9,Inflamável
2024-04-03,Sorocaba,São José do Rio Preto,16.3,Tóxica
2024-04-01,São Paulo,São José do Rio Preto,11.9,Inflamável
2024-04-01,São José do Rio Preto,Sorocaba,24.1,Inflamável
2024-04-04,São Paulo,Campinas,25.6,Inflamável
2024-04-01,Sorocaba,São José do Rio Preto,19.0,Inflamável
2024-04-06,Ribeirão Preto,São Paulo,6.7,Inflamável
2024-04-07,São Paulo,Sorocaba,32.6,Comum
2024-04-06,São Paulo,Campinas,34.4,Tóxica
2024-04-06,São José do Rio Preto,Sorocaba,17.9,Comum
2024-04-04,São José do Rio Preto,Ribeirão Preto,23.4,Comum
2024-04-01,São Paulo,Ribeirão Preto,14.7,Inflamável
2024-04-02,Sorocaba,São José do Rio Preto,18.7,Tóxica
2024-04-04,Campinas,Ribeirão Preto,29.6,Inflamável
2024-04-01,Campinas,Ribeirão Preto,5.5,Comum
2024-04-02,São Paulo,São José do Rio Preto,22.5,Tóxica
2024-04-01,São José do Rio Preto,Campinas,31.4,Comum
2024-04-01,Ribeirão Preto,São Paulo,11.5,Inflamável
2024-04-01,Ribeirão Preto,Sorocaba,10.5,Comum
2024-04-05,Campinas,Ribeirão Preto,28.2,Comum
2024-04-06,Sorocaba,São Paulo,12.7,Comum
2024-04-01,Campinas,Sorocaba,10.8,Inflamável
2024-04-05,São Paulo,Sorocaba,16.3,Comum
2024-04-04,Sorocaba,Ribeirão Preto,16.8,Tóxica
2024-04-02,Ribeirão Preto,Campinas,31.2,Tóxica
2024-04-06,São José do Rio Preto,Campinas,23.6,Tóxica
2024-04-07,São José do Rio Preto,São Paulo,17.2,Inflamável
2024-04-06,Campinas,São José do Rio Preto,33.6,Tóxica
2024-04-07,São Paulo,Campinas,8.4,Comum
2024-04-02,São José do Rio Preto,São Paulo,11.2,Inflamável
2024-04-06,Ribeirão Preto,São José do Rio Preto,33.9,Comum
2024-04-02,São José do Rio Preto,Sorocaba,33.7,Tóxica
2024-04-02,Sorocaba,São Paulo,10.3,Tóxica
2024-04-02,São José do Rio Preto,Campinas,17.6,Tóxica
2024-04-07,Campinas,São Paulo,24.6,Tóxica
2024-04-04,São José do Rio Preto,Campinas,7.3,Tóxica
2024-04-01,São Paulo,Sorocaba,6.7,Inflamável
2024-04-03,São José do Rio Preto,Ribeirão Preto,19.6,Tóxica
2024-04-05,São Paulo,Campinas,33.7,Tóxica
2024-04-03,Sorocaba,Ribeirão Preto,17.8,Inflamável
2024-04-03,São José do Rio Preto,São Paulo,15.7,Inflamável
2024-04-06,Sorocaba,São José do Rio Preto,34.9,Comum
2024-04-01,Sorocaba,São Paulo,21.0,Tóxica
2024-04-01,São José do Rio Preto,Ribeirão Preto,16.6,Comum
2024-04-07,São Paulo,Ribeirão Preto,10.8,Inflamável
2024-04-07,São Paulo,Sorocaba,20.4,Tóxica
2024-04-01,São José do Rio Preto,São Paulo,18.2,Tóxica
2024-04-02,Campinas,São Paulo,13.1,Inflamável
2024-04-02,Campinas,Ribeirão Preto,14.3,Comum
2024-04-04,São Paulo,Campinas,20.3,Inflamável
2024-04-06,Sorocaba,Campinas,6.7,Comum
2024-04-04,Campinas,Ribeirão Preto,9.6,Comum
2024-04-06,São Paulo,Campinas,33.4,Comum
2024-04-07,São Paulo,Ribeirão Preto,21.3,Tóxica
2024-04-03,Sorocaba,Campinas,6.9,Tóxica
2024-04-07,São José do Rio Preto,Campinas,6.9,Inflamável
2024-04-04,Campinas,São José do Rio Preto,27.5,Inflamável
2024-04-04,Sorocaba,São Paulo,24.5,Inflamável
2024-04-06,Campinas,Ribeirão Preto,27.0,Tóxica
2024-04-06,São Paulo,São José do Rio Preto,26.8,Comum
2024-04-02,Campinas,São Paulo,9.1,Inflamável
2024-04-07,São Paulo,Campinas,15.2,Inflamável
2024-04-03,Ribeirão Preto,São Paulo,33.3,Tóxica
2024-04-07,Sorocaba,São José do Rio Preto,20.1,Inflamável
2024-04-01,Ribeirão Preto,Campinas,34.0,Comum
2024-04-04,Campinas,São Paulo,7.7,Tóxica
2024-04-02,São Paulo,Sorocaba,19.3,Tóxica
2024-04-06,Campinas,Ribeirão Preto,6.9,Inflamável
2024-04-02,Campinas,São José do Rio Preto,7.4,Tóxica
2024-04-06,São José do Rio Preto,Campinas,10.3,Tóxica
2024-04-04,Ribeirão Preto,Campinas,12.8,Tóxica
2024-04-07,Campinas,Ribeirão Preto,27.5,Tóxica
2024-04-01,São Paulo,Sorocaba,9.0,Tóxica
2024-04-05,São José do Rio Preto,Sorocaba,6.1,Inflamável
2024-04-02,São José do Rio Preto,Campinas,34.4,Tóxica
2024-04-07,São Paulo,São José do Rio Preto,8.1,Inflamável
2024-04-04,São Paulo,São José do Rio Preto,14.4,Tóxica
2024-04-05,São José do Rio Preto,Sorocaba,26.5,Inflamável
2024-04-05,Sorocaba,São José do Rio Preto,11.0,Tóxica
2024-04-07,Campinas,Ribeirão Preto,18.8,Tóxica
2024-04-05,São José do Rio Preto,Campinas,13.0,Comum
2024-04-07,São Paulo,São José do Rio Preto,18.5,Inflamável
2024-04-03,São Paulo,Ribeirão Preto,28.1,Comum
2024-04-04,São Paulo,Sorocaba,27.9,Tóxica
2024-04-02,São Paulo,São José do Rio Preto,20.5,Comum
2024-04-06,Campinas,Sorocaba,32.9,Inflamável
2024-04-02,Ribeirão Preto,Sorocaba,12.9,Comum
2024-04-03,Sorocaba,São Paulo,12.2,Tóxica
2024-04-06,Campinas,São José do Rio Preto,23.4,Tóxica
2024-04-05,São Paulo,Ribeirão Preto,23.6,Inflamável
2024-04-01,Campinas,São José do Rio Preto,6.4,Inflamável
2024-04-03,São Paulo,Sorocaba,16.2,Tóxica
2024-04-02,São Paulo,Sorocaba,29.2,Comum
2024-04-03,Sorocaba,Ribeirão Preto,5.1,Tóxica
2024-04-05,Ribeirão Preto,Campinas,24.1,Comum
2024-04-05,Ribeirão Preto,São Paulo,27.5,Inflamável
2024-04-06,Campinas,Sorocaba,12.5,Comum
2024-04-07,Campinas,Sorocaba,18.9,Comum
2024-04-07,Sorocaba,São Paulo,34.0,Tóxica
2024-04-01,São Paulo,Sorocaba,13.9,Inflamável
2024-04-07,São José do Rio Preto,Campinas,11.7,Tóxica
2024-04-06,São Paulo,Ribeirão Preto,33.5,Tóxica
2024-04-05,Ribeirão Preto,São Paulo,23.3,Comum
2024-04-07,São José do Rio Preto,Campinas,14.1,Tóxica
2024-04-02,Sorocaba,Ribeirão Preto,24.2,Inflamável
2024-04-05,Campinas,São José do Rio Preto,23.7,Tóxica
2024-04-04,Ribeirão Preto,Sorocaba,22.9,Inflamável
2024-04-05,São José do Rio Preto,São Paulo,9.8,Inflamável
2024-04-04,São Paulo,Ribeirão Preto,24.0,Tóxica
2024-04-04,São José do Rio Preto,São Paulo,17.9,Comum
2024-04-04,Sorocaba,São José do Rio Preto,5.6,Tóxica
2024-04-06,Ribeirão Preto,São Paulo,21.2,Tóxica
2024-04-04,São Paulo,Ribeirão Preto,34.7,Tóxica
2024-04-04,Sorocaba,Campinas,15.5,Inflamável
2024-04-02,Campinas,Ribeirão Preto,34.0,Tóxica
2024-04-01,Ribeirão Preto,São Paulo,7.9,Tóxica
2024-04-03,Sorocaba,São José do Rio Preto,27.0,Comum
2024-04-04,São Paulo,Sorocaba,13.2,Tóxica
2024-04-02,Campinas,São José do Rio Preto,22.1,Tóxica
2024-04-05,Sorocaba,São Paulo,22.8,Tóxica
2024-04-02,Ribeirão Preto,São José do Rio Preto,28.3,Tóxica
2024-04-04,Sorocaba,São Paulo,23.5,Tóxica
2024-04-02,São José do Rio Preto,Ribeirão Preto,22.8,Tóxica
2024-04-07,Ribeirão Preto,Campinas,32.4,Tóxica
2024-04-02,Ribeirão Preto,São Paulo,18.6,Tóxica
2024-04-06,São Paulo,Sorocaba,9.9,Inflamável
2024-04-07,Ribeirão Preto,Campinas,17.0,Tóxica
2024-04-02,São José do Rio Preto,São Paulo,26.4,Comum
2024-04-03,São Paulo,Campinas,6.3,Comum
2024-04-03,São Paulo,Ribeirão Preto,8.9,Comum
2024-04-02,São Paulo,Campinas,8.2,Tóxica
2024-04-05,São Paulo,Sorocaba,12.3,Tóxica
2024-04-04,Sorocaba,Ribeirão Preto,10.0,Comum
2024-04-05,São José do Rio Preto,São Paulo,27.8,Tóxica
2024-04-02,Campinas,São Paulo,15.0,Tóxica
2024-04-05,São José do Rio Preto,São Paulo,22.3,Inflamável
2024-04-07,Ribeirão Preto,São José do Rio Preto,7.9,Inflamável
2024-04-01,São Paulo,Ribeirão Preto,33.1,Tóxica
2024-04-02,Sorocaba,Campinas,34.9,Comum
2024-04-04,São Paulo,Campinas,34.4,Comum
2024-04-02,Campinas,Ribeirão Preto,21.3,Tóxica
2024-04-04,São Paulo,Ribeirão Preto,7.6,Tóxica
2024-04-06,Campinas,São José do Rio Preto,31.9,Tóxica
2024-04-06,São Paulo,Ribeirão Preto,28.7,Tóxica
2024-04-07,São José do Rio Preto,São Paulo,23.3,Tóxica
2024-04-05,Campinas,São Paulo,20.6,Tóxica
2024-04-05,Campinas,Ribeirão Preto,19.1,Inflamável
2024-04-01,São José do Rio Preto,Campinas,24.1,Tóxica
2024-04-06,Ribeirão Preto,Sorocaba,33.0,Tóxica
2024-04-04,Campinas,Ribeirão Preto,30.7,Tóxica
2024-04-05,São José do Rio Preto,Ribeirão Preto,30.9,Tóxica
2024-04-07,São Paulo,Campinas,20.6,Inflamável
2024-04-06,Campinas,Ribeirão Preto,15.4,Tóxica
2024-04-07,São José do Rio Preto,São Paulo,24.2,Inflamável
2024-04-01,São Paulo,São José do Rio Preto,18.4,Inflamável
2024-04-04,São Paulo,Ribeirão Preto,7.4,Tóxica
2024-04-07,São José do Rio Preto,Campinas,34.8,Comum
2024-04-01,Ribeirão Preto,Campinas,25.9,Comum
2024-04-03,Sorocaba,Campinas,30.2,Tóxica
2024-04-01,São José do Rio Preto,Ribeirão Preto,24.5,Inflamável
2024-04-01,Sorocaba,São Paulo,22.1,Inflamável
2024-04-04,São Paulo,Ribeirão Preto,26.2,Comum
2024-04-02,São José do Rio Preto,Ribeirão Preto,17.9,Tóxica
2024-04-05,São Paulo,Ribeirão Preto,33.9,Tóxica
2024-04-07,São José do Rio Preto,Sorocaba,25.0,Tóxica
2024-04-01,Sorocaba,São Paulo,20.9,Comum
2024-04-04,São Paulo,São José do Rio Preto,6.6,Tóxica
2024-04-04,Ribeirão Preto,Sorocaba,33.6,Tóxica
2024-04-05,Ribeirão Preto,Sorocaba,28.8,Tóxica
2024-04-07,São Paulo,Sorocaba,9.5,Inflamável
2024-04-07,São Paulo,São José do Rio Preto,34.4,Comum
2024-04-07,Campinas,São Paulo,27.1,Tóxica
2024-04-03,Sorocaba,Campinas,19.2,Comum
2024-04-02,São Paulo,Sorocaba,23.3,Tóxica
2024-04-03,São Paulo,Campinas,8.2,Inflamável
2024-04-06,Campinas,Ribeirão Preto,7.2,Tóxica
2024-04-02,São José do Rio Preto,Campinas,21.3,Tóxica
2024-04-02,Sorocaba,São Paulo,31.2,Tóxica
2024-04-04,São José do Rio Preto,São Paulo,26.8,Comum
2024-04-06,São Paulo,Ribeirão Preto,12.5,Comum
2024-04-01,Campinas,São Paulo,31.7,Inflamável
2024-04-01,Ribeirão Preto,Sorocaba,22.2,Inflamável
2024-04-05,São José do Rio Preto,São Paulo,23.2,Tóxica
2024-04-03,Campinas,Sorocaba,30.7,Comum
2024-04-04,São José do Rio Preto,Campinas,32.9,Inflamável
2024-04-01,São José do Rio Preto,Campinas,28.2,Inflamável
2024-04-01,Ribeirão Preto,Campinas,33.2,Inflamável
2024-04-06,Campinas,Ribeirão Preto,14.1,Tóxica
2024-04-04,São Paulo,Campinas,30.8,Tóxica
2024-04-04,São José do Rio Preto,São Paulo,19.7,Inflamável
2024-04-01,São Paulo,Campinas,9.9,Tóxica
2024-04-03,Campinas,São José do Rio Preto,25.1,Comum
2024-04-07,São José do Rio Preto,Campinas,13.6,Tóxica
2024-04-05,São Paulo,Campinas,5.8,Tóxica
2024-04-04,Sorocaba,São José do Rio Preto,11.0,Inflamável
2024-04-05,São Paulo,Campinas,17.0,Inflamável
2024-04-01,São Paulo,Sorocaba,10.0,Tóxica
2024-04-01,Sorocaba,São José do Rio Preto,10.8,Tóxica
2024-04-04,Campinas,Ribeirão Preto,16.7,Inflamável
2024-04-04,Campinas,São José do Rio Preto,33.9,Tóxica
2024-04-07,São José do Rio Preto,São Paulo,27.9,Tóxica
2024-04-07,Ribeirão Preto,Sorocaba,14.6,Tóxica
2024-04-04,São José do Rio Preto,Campinas,24.4,Inflamável
2024-04-03,Ribeirão Preto,São Paulo,18.7,Tóxica
2024-04-04,São Paulo,Sorocaba,17.3,Tóxica
2024-04-02,Sorocaba,Ribeirão Preto,12.0,Tóxica
2024-04-06,Sorocaba,São Paulo,16.6,Comum
2024-04-02,São José do Rio Preto,Ribeirão Preto,20.8,Tóxica
2024-04-01,São José do Rio Preto,Ribeirão Preto,20.8,Inflamável
2024-04-07,São José do Rio Preto,São Paulo,27.9,Tóxica
2024-04-05,São Paulo,Ribeirão Preto,15.8,Comum
2024-04-04,Ribeirão Preto,Sorocaba,26.5,Comum
2024-04-02,São José do Rio Preto,São Paulo,22.3,Tóxica
2024-04-05,São José do Rio Preto,Sorocaba,33.9,Comum
2024-04-01,São Paulo,Sorocaba,16.6,Tóxica
2024-04-07,São Paulo,Ribeirão Preto,32.0,Tóxica
2024-04-03,São Paulo,Ribeirão Preto,29.6,Tóxica
2024-04-06,Ribeirão Preto,São Paulo,24.1,Tóxica
2024-04-05,São José do Rio Preto,Campinas,24.6,Tóxica
2024-04-05,Campinas,São Paulo,7.5,Tóxica
2024-04-03,Campinas,Sorocaba,33.5,Tóxica
2024-04-05,São José do Rio Preto,Ribeirão Preto,8.2,Inflamável
2024-04-01,São José do Rio Preto,Sorocaba,21.9,Tóxica
2024-04-06,Ribeirão Preto,Sorocaba,23.3,Tóxica
2024-04-02,Sorocaba,Campinas,18.7,Tóxica
2024-04-04,Campinas,São Paulo,34.6,Inflamável
2024-04-05,Campinas,São Paulo,22.8,Tóxica
2024-04-03,São José do Rio Preto,Ribeirão Preto,10.7,Tóxica
2024-04-03,São José do Rio Preto,Campinas,26.5,Tóxica
2024-04-06,São José do Rio Preto,Sorocaba,6.5,Tóxica
2024-04-02,São Paulo,São José do Rio Preto,19.4,Comum
2024-04-01,Ribeirão Preto,Campinas,9.4,Inflamável
2024-04-02,Ribeirão Preto,Campinas,18.0,Tóxica
2024-04-05,Sorocaba,Campinas,27.5,Tóxica
2024-04-01,Ribeirão Preto,São Paulo,18.8,Tóxica
2024-04-07,São José do Rio Preto,Sorocaba,12.6,Inflamável
2024-04-07,Campinas,São Paulo,16.0,Inflamável
2024-04-02,Ribeirão Preto,Campinas,22.5,Tóxica
2024-04-07,São Paulo,Ribeirão Preto,23.2,Inflamável
2024-04-04,Sorocaba,São Paulo,6.9,Inflamável
2024-04-06,São Paulo,Campinas,17.1,Comum
2024-04-04,São José do Rio Preto,São Paulo,17.4,Tóxica
2024-04-07,Campinas,Sorocaba,15.0,Inflamável
2024-04-06,Sorocaba,Campinas,21.7,Tóxica
2024-04-05,São Paulo,Ribeirão Preto,15.4,Tóxica
2024-04-04,Ribeirão Preto,São Paulo,17.5,Inflamável
2024-04-02,Ribeirão Preto,São José do Rio Preto,28.9,Comum
2024-04-02,Sorocaba,Ribeirão Preto,9.9,Tóxica
2024-04-07,São Paulo,Campinas,20.2,Inflamável
2024-04-02,São Paulo,Ribeirão Preto,14.2,Tóxica
2024-04-05,Ribeirão Preto,São Paulo,26.8,Comum
2024-04-01,Ribeirão Preto,São José do Rio Preto,21.5,Inflamável
2024-04-07,São José do Rio Preto,Sorocaba,19.3,Inflamável
2024-04-05,Campinas,São José do Rio Preto,25.0,Tóxica
2024-04-06,Sorocaba,São Paulo,29.1,Tóxica
2024-04-05,São Paulo,Campinas,34.2,Comum
2024-04-07,Sorocaba,São Paulo,23.9,Tóxica
2024-04-06,São José do Rio Preto,Ribeirão Preto,31.2,Tóxica
2024-04-07,São Paulo,Campinas,5.0,Comum
2024-04-02,São José do Rio Preto,Sorocaba,20.9,Comum
2024-04-01,São José do Rio Preto,Sorocaba,11.4,Tóxica
2024-04-07,Ribeirão Preto,São Paulo,7.8,Tóxica
2024-04-07,Sorocaba,Ribeirão Preto,21.0,Inflamável
2024-04-03,Ribeirão Preto,São José do Rio Preto,17.4,Tóxica
2024-04-02,Sorocaba,Campinas,25.1,Tóxica
2024-04-06,Ribeirão Preto,São José do Rio Preto,19.7,Inflamável
2024-04-02,São Paulo,Sorocaba,18.1,Tóxica
2024-04-02,São José do Rio Preto,Sorocaba,13.7,Inflamável
2024-04-01,São José do Rio Preto,São Paulo,16.5,Inflamável
2024-04-02,Sorocaba,São Paulo,15.5,Tóxica
2024-04-01,São José do Rio Preto,São Paulo,8.5,Tóxica
2024-04-01,Campinas,Ribeirão Preto,21.4,Inflamável
2024-04-06,São José do Rio Preto,São Paulo,17.9,Tóxica
2024-04-04,São José do Rio Preto,Campinas,9.6,Inflamável
2024-04-01,São José do Rio Preto,Sorocaba,17.3,Inflamável
2024-04-01,Ribeirão Preto,São José do Rio Preto,28.7,Tóxica
2024-04-03,Campinas,Sorocaba,31.7,Tóxica
2024-04-07,Sorocaba,Ribeirão Preto,26.1,Comum
2024-04-06,Ribeirão Preto,Sorocaba,6.8,Inflamável
2024-04-05,São Paulo,Sorocaba,25.1,Comum
2024-04-01,Campinas,São José do Rio Preto,14.5,Comum
2024-04-02,Ribeirão Preto,Sorocaba,10.9,Tóxica
2024-04-06,São Paulo,São José do Rio Preto,28.3,Tóxica
2024-04-04,Ribeirão Preto,Sorocaba,24.5,Tóxica
2024-04-02,Ribeirão Preto,Campinas,23.4,Tóxica
2024-04-06,Sorocaba,São Paulo,12.1,Tóxica
2024-04-07,Ribeirão Preto,São José do Rio Preto,18.3,Comum
2024-04-01,São Paulo,São José do Rio Preto,24.0,Inflamável
2024-04-01,Campinas,Ribeirão Preto,24.1,Comum
2024-04-01,Campinas,Ribeirão Preto,28.8,Tóxica
2024-04-01,São José do Rio Preto,São Paulo,13.6,Inflamável
2024-04-01,Campinas,São José do Rio Preto,18.2,Inflamável
2024-04-01,Sorocaba,São José do Rio Preto,10.4,Inflamável
2024-04-04,Campinas,Sorocaba,22.3,Tóxica
2024-04-02,Ribeirão Preto,São José do Rio Preto,10.2,Tóxica
2024-04-05,Campinas,São Paulo,7.0,Tóxica
2024-04-06,São Paulo,Ribeirão Preto,29.0,Inflamável
2024-04-06,Campinas,Ribeirão Preto,9.7,Tóxica
2024-04-04,São Paulo,Ribeirão Preto,10.6,Inflamável
2024-04-06,Sorocaba,Campinas,34.4,Inflamável
2024-04-03,Sorocaba,São Paulo,26.5,Inflamável
2024-04-06,São José do Rio Preto,São Paulo,12.5,Comum
2024-04-02,Campinas,Sorocaba,22.7,Tóxica
2024-04-05,São Paulo,São José do Rio Preto,30.3,Tóxica
2024-04-01,Sorocaba,São Paulo,26.9,Tóxica
2024-04-07,São Paulo,Campinas,30.0,Tóxica
2024-04-03,Sorocaba,Campinas,11.3,Comum
2024-04-01,São Paulo,Campinas,7.1,Tóxica
2024-04-06,Sorocaba,Ribeirão Preto,26.4,Tóxica
2024-04-06,São Paulo,Campinas,5.7,Comum
2024-04-07,Campinas,São José do Rio Preto,22.4,Comum
2024-04-01,São José do Rio Preto,São Paulo,30.2,Tóxica
2024-04-05,São Paulo,São José do Rio Preto,16.4,Inflamável
2024-04-07,São José do Rio Preto,Sorocaba,6.3,Tóxica
2024-04-01,Campinas,Ribeirão Preto,26.4,Tóxica
2024-04-04,Campinas,São Paulo,32.9,Tóxica
2024-04-02,Sorocaba,Campinas,26.5,Inflamável
2024-04-07,São José do Rio Preto,Ribeirão Preto,22.4,Tóxica
2024-04-07,Ribeirão Preto,Campinas,11.9,Tóxica
2024-04-03,São José do Rio Preto,São Paulo,25.8,Tóxica
2024-04-04,São Paulo,Sorocaba,11.9,Inflamável
2024-04-05,São Paulo,Sorocaba,30.7,Tóxica
2024-04-01,Campinas,Sorocaba,19.0,Comum
2024-04-01,Ribeirão Preto,Sorocaba,20.9,Tóxica
2024-04-01,São Paulo,Campinas,27.6,Tóxica
2024-04-03,São José do Rio Preto,Campinas,24.3,Tóxica
2024-04-04,São Paulo,Ribeirão Preto,33.2,Tóxica
2024-04-06,São José do Rio Preto,Sorocaba,34.5,Tóxica
2024-04-02,São José do Rio Preto,Ribeirão Preto,33.4,Comum
2024-04-03,Ribeirão Preto,Sorocaba,26.2,Comum
2024-04-06,Ribeirão Preto,Sorocaba,8.1,Tóxica
2024-04-02,São José do Rio Preto,Campinas,13.1,Tóxica
2024-04-02,Ribeirão Preto,São Paulo,5.2,Inflamável
2024-04-03,Campinas,Sorocaba,9.4,Tóxica
2024-04-05,Campinas,São Paulo,32.0,Tóxica
2024-04-02,Sorocaba,Ribeirão Preto,29.2,Tóxica
2024-04-04,Sorocaba,São Paulo,29.6,Tóxica
2024-04-05,São José do Rio Preto,Sorocaba,33.4,Tóxica
2024-04-01,São José do Rio Preto,São Paulo,34.3,Inflamável
2024-04-04,São Paulo,São José do Rio Preto,17.3,Tóxica
2024-04-05,Ribeirão Preto,São José do Rio Preto,12.5,Tóxica
2024-04-02,Ribeirão Preto,Campinas,27.8,Inflamável
2024-04-05,São José do Rio Preto,Ribeirão Preto,14.0,Inflamável
2024-04-07,Sorocaba,São Paulo,29.2,Tóxica
2024-04-04,São Paulo,São José do Rio Preto,21.0,Comum
2024-04-04,Sorocaba,São José do Rio Preto,28.8,Tóxica
