timestamp,cidade,temperatura
2025-05-14T10:48:00Z,Fortaleza,40
2025-05-14T10:48:05Z,Belo Horizonte,31
2025-05-14T10:48:10Z,Curitiba,28
2025-05-14T10:48:15Z,São Paulo,18
2025-05-14T10:48:20Z,Curitiba,35
2025-05-14T10:48:25Z,São Paulo,17
2025-05-14T10:48:30Z,Fortaleza,16
2025-05-14T10:48:35Z,Rio de Janeiro,40
2025-05-14T10:48:40Z,Salvador,44
2025-05-14T10:48:45Z,Curitiba,31
2025-05-14T10:48:50Z,São Paulo,39
2025-05-14T10:48:55Z,Curitiba,39
2025-05-14T10:49:00Z,Porto Alegre,38
2025-05-14T10:49:05Z,Belo Horizonte,35
2025-05-14T10:49:10Z,Porto Alegre,32
2025-05-14T10:49:15Z,Belo Horizonte,17
2025-05-14T10:49:20Z,Belo Horizonte,17
2025-05-14T10:49:25Z,São Paulo,23
2025-05-14T10:49:30Z,São Paulo,44
2025-05-14T10:49:35Z,Porto Alegre,35
2025-05-14T10:49:40Z,Fortaleza,38
2025-05-14T10:49:45Z,São Paulo,30
2025-05-14T10:49:50Z,Rio de Janeiro,17
2025-05-14T10:49:55Z,Porto Alegre,42
2025-05-14T10:50:00Z,Curitiba,34
2025-05-14T10:50:05Z,Porto Alegre,21
2025-05-14T10:50:10Z,Fortaleza,26
2025-05-14T10:50:15Z,Curitiba,42
2025-05-14T10:50:20Z,Curitiba,19
2025-05-14T10:50:25Z,Curitiba,40
2025-05-14T10:50:30Z,Rio de Janeiro,21
2025-05-14T10:50:35Z,São Paulo,28
2025-05-14T10:50:40Z,Porto Alegre,15
2025-05-14T10:50:45Z,Fortaleza,16
2025-05-14T10:50:50Z,Rio de Janeiro,40
2025-05-14T10:50:55Z,Belo Horizonte,26
2025-05-14T10:51:00Z,Curitiba,39
2025-05-14T10:51:05Z,Rio de Janeiro,26
2025-05-14T10:51:10Z,Salvador,40
2025-05-14T10:51:15Z,Salvador,19
2025-05-14T10:51:20Z,Salvador,21
2025-05-14T10:51:25Z,Fortaleza,39
2025-05-14T10:51:30Z,Curitiba,17
2025-05-14T10:51:35Z,Rio de Janeiro,16
2025-05-14T10:51:40Z,Fortaleza,27
2025-05-14T10:51:45Z,São Paulo,44
2025-05-14T10:51:50Z,Curitiba,44
2025-05-14T10:51:55Z,São Paulo,27
2025-05-14T10:52:00Z,Fortaleza,21
2025-05-14T10:52:05Z,São Paulo,40
2025-05-14T10:52:10Z,Porto Alegre,26
2025-05-14T10:52:15Z,Belo Horizonte,28
2025-05-14T10:52:20Z,Belo Horizonte,44
2025-05-14T10:52:25Z,São Paulo,32
2025-05-14T10:52:30Z,Salvador,37
2025-05-14T10:52:35Z,Rio de Janeiro,40
2025-05-14T10:52:40Z,Fortaleza,40
2025-05-14T10:52:45Z,Fortaleza,25
2025-05-14T10:52:50Z,São Paulo,16
2025-05-14T10:52:55Z,Belo Horizonte,35
2025-05-14T10:53:00Z,Belo Horizonte,42
2025-05-14T10:53:05Z,Porto Alegre,34
2025-05-14T10:53:10Z,Rio de Janeiro,26
2025-05-14T10:53:15Z,Belo Horizonte,26
2025-05-14T10:53:20Z,São Paulo,42
2025-05-14T10:53:25Z,Rio de Janeiro,27
2025-05-14T10:53:30Z,Salvador,17
2025-05-14T10:53:35Z,São Paulo,39
2025-05-14T10:53:40Z,Fortaleza,22
2025-05-14T10:53:45Z,Fortaleza,27
2025-05-14T10:53:50Z,São Paulo,27
2025-05-14T10:53:55Z,Salvador,24
2025-05-14T10:54:00Z,Porto Alegre,17
2025-05-14T10:54:05Z,Porto Alegre,22
2025-05-14T10:54:10Z,Curitiba,18
2025-05-14T10:54:15Z,Belo Horizonte,23
2025-05-14T10:54:20Z,Rio de Janeiro,23
2025-05-14T10:54:25Z,Porto Alegre,40
2025-05-14T10:54:30Z,Belo Horizonte,42
2025-05-14T10:54:35Z,Porto Alegre,44
2025-05-14T10:54:40Z,Curitiba,38
2025-05-14T10:54:45Z,São Paulo,31
2025-05-14T10:54:50Z,Curitiba,32
2025-05-14T10:54:55Z,Rio de Janeiro,42
2025-05-14T10:55:00Z,Curitiba,23
2025-05-14T10:55:05Z,Fortaleza,40
2025-05-14T10:55:10Z,Porto Alegre,34
2025-05-14T10:55:15Z,São Paulo,39
2025-05-14T10:55:20Z,Belo Horizonte,41
2025-05-14T10:55:25Z,Fortaleza,17
2025-05-14T10:55:30Z,Rio de Janeiro,32
2025-05-14T10:55:35Z,Rio de Janeiro,42
2025-05-14T10:55:40Z,São Paulo,42
2025-05-14T10:55:45Z,Belo Horizonte,34
2025-05-14T10:55:50Z,São Paulo,31
2025-05-14T10:55:55Z,Rio de Janeiro,39
2025-05-14T10:56:00Z,Salvador,36
2025-05-14T10:56:05Z,São Paulo,24
2025-05-14T10:56:10Z,São Paulo,21
2025-05-14T10:56:15Z,Porto Alegre,37
2025-05-14T10:56:20Z,Curitiba,34
2025-05-14T10:56:25Z,Fortaleza,42
2025-05-14T10:56:30Z,Curitiba,36
2025-05-14T10:56:35Z,Fortaleza,44
2025-05-14T10:56:40Z,Curitiba,15
2025-05-14T10:56:45Z,Fortaleza,41
2025-05-14T10:56:50Z,Salvador,18
2025-05-14T10:56:55Z,Salvador,30
2025-05-14T10:57:00Z,Fortaleza,20
2025-05-14T10:57:05Z,São Paulo,39
2025-05-14T10:57:10Z,Porto Alegre,34
2025-05-14T10:57:15Z,São Paulo,36
2025-05-14T10:57:20Z,Curitiba,44
2025-05-14T10:57:25Z,São Paulo,31
2025-05-14T10:57:30Z,Salvador,25
2025-05-14T10:57:35Z,Curitiba,18
2025-05-14T10:57:40Z,Fortaleza,25
2025-05-14T10:57:45Z,Salvador,43
2025-05-14T10:57:50Z,Belo Horizonte,42
2025-05-14T10:57:55Z,São Paulo,25
2025-05-14T10:58:00Z,São Paulo,26
2025-05-14T10:58:05Z,Fortaleza,16
2025-05-14T10:58:10Z,Porto Alegre,26
2025-05-14T10:58:15Z,Belo Horizonte,37
2025-05-14T10:58:20Z,São Paulo,34
2025-05-14T10:58:25Z,São Paulo,20
2025-05-14T10:58:30Z,Porto Alegre,21
2025-05-14T10:58:35Z,São Paulo,43
2025-05-14T10:58:40Z,Fortaleza,31
2025-05-14T10:58:45Z,Belo Horizonte,35
2025-05-14T10:58:50Z,Rio de Janeiro,25
2025-05-14T10:58:55Z,Salvador,44
2025-05-14T10:59:00Z,Curitiba,17
2025-05-14T10:59:05Z,Curitiba,27
2025-05-14T10:59:10Z,Belo Horizonte,40
2025-05-14T10:59:15Z,Curitiba,37
2025-05-14T10:59:20Z,São Paulo,15
2025-05-14T10:59:25Z,Porto Alegre,24
2025-05-14T10:59:30Z,Fortaleza,16
2025-05-14T10:59:35Z,Belo Horizonte,17
2025-05-14T10:59:40Z,Curitiba,32
2025-05-14T10:59:45Z,Salvador,31
2025-05-14T10:59:50Z,Fortaleza,17
2025-05-14T10:59:55Z,Belo Horizonte,36
2025-05-14T11:00:00Z,Curitiba,40
2025-05-14T11:00:05Z,Porto Alegre,31
2025-05-14T11:00:10Z,Curitiba,44
2025-05-14T11:00:15Z,Fortaleza,39
2025-05-14T11:00:20Z,Belo Horizonte,39
2025-05-14T11:00:25Z,Salvador,18
2025-05-14T11:00:30Z,Fortaleza,40
2025-05-14T11:00:35Z,Rio de Janeiro,37
2025-05-14T11:00:40Z,Porto Alegre,27
2025-05-14T11:00:45Z,Curitiba,26
2025-05-14T11:00:50Z,Porto Alegre,44
2025-05-14T11:00:55Z,Belo Horizonte,36
2025-05-14T11:01:00Z,Fortaleza,34
2025-05-14T11:01:05Z,Rio de Janeiro,41
2025-05-14T11:01:10Z,Rio de Janeiro,43
2025-05-14T11:01:15Z,Curitiba,36
2025-05-14T11:01:20Z,Fortaleza,21
2025-05-14T11:01:25Z,Curitiba,30
2025-05-14T11:01:30Z,Salvador,22
2025-05-14T11:01:35Z,Fortaleza,31
2025-05-14T11:01:40Z,Curitiba,27
2025-05-14T11:01:45Z,Salvador,19
2025-05-14T11:01:50Z,Porto Alegre,24
2025-05-14T11:01:55Z,Salvador,24
2025-05-14T11:02:00Z,Rio de Janeiro,35
2025-05-14T11:02:05Z,Fortaleza,22
2025-05-14T11:02:10Z,Porto Alegre,37
2025-05-14T11:02:15Z,Fortaleza,21
2025-05-14T11:02:20Z,São Paulo,19
2025-05-14T11:02:25Z,São Paulo,31
2025-05-14T11:02:30Z,Fortaleza,36
2025-05-14T11:02:35Z,São Paulo,16
2025-05-14T11:02:40Z,Porto Alegre,25
2025-05-14T11:02:45Z,Porto Alegre,20
2025-05-14T11:02:50Z,Fortaleza,30
2025-05-14T11:02:55Z,Curitiba,29
2025-05-14T11:03:00Z,Porto Alegre,32
2025-05-14T11:03:05Z,Fortaleza,28
2025-05-14T11:03:10Z,Belo Horizonte,33
2025-05-14T11:03:15Z,Salvador,38
2025-05-14T11:03:20Z,São Paulo,26
2025-05-14T11:03:25Z,Salvador,40
2025-05-14T11:03:30Z,Curitiba,16
2025-05-14T11:03:35Z,Fortaleza,15
2025-05-14T11:03:40Z,Rio de Janeiro,22
2025-05-14T11:03:45Z,Curitiba,27
2025-05-14T11:03:50Z,Curitiba,23
2025-05-14T11:03:55Z,São Paulo,27
2025-05-14T11:04:00Z,São Paulo,38
2025-05-14T11:04:05Z,São Paulo,32
2025-05-14T11:04:10Z,Fortaleza,38
2025-05-14T11:04:15Z,Rio de Janeiro,27
2025-05-14T11:04:20Z,São Paulo,29
2025-05-14T11:04:25Z,São Paulo,17
2025-05-14T11:04:30Z,Salvador,36
2025-05-14T11:04:35Z,Curitiba,28
2025-05-14T11:04:40Z,Salvador,15
2025-05-14T11:04:45Z,Fortaleza,18
2025-05-14T11:04:50Z,Salvador,41
2025-05-14T11:04:55Z,Belo Horizonte,33
2025-05-14T11:05:00Z,Belo Horizonte,25
2025-05-14T11:05:05Z,Rio de Janeiro,23
2025-05-14T11:05:10Z,Porto Alegre,30
2025-05-14T11:05:15Z,Rio de Janeiro,17
2025-05-14T11:05:20Z,Fortaleza,17
2025-05-14T11:05:25Z,Belo Horizonte,41
2025-05-14T11:05:30Z,São Paulo,30
2025-05-14T11:05:35Z,Salvador,43
2025-05-14T11:05:40Z,Porto Alegre,20
2025-05-14T11:05:45Z,Curitiba,29
2025-05-14T11:05:50Z,Salvador,17
2025-05-14T11:05:55Z,Curitiba,23
2025-05-14T11:06:00Z,Rio de Janeiro,31
2025-05-14T11:06:05Z,Salvador,17
2025-05-14T11:06:10Z,Belo Horizonte,22
2025-05-14T11:06:15Z,Rio de Janeiro,21
2025-05-14T11:06:20Z,Fortaleza,27
2025-05-14T11:06:25Z,Fortaleza,27
2025-05-14T11:06:30Z,Belo Horizonte,34
2025-05-14T11:06:35Z,Fortaleza,37
2025-05-14T11:06:40Z,Curitiba,35
2025-05-14T11:06:45Z,Curitiba,21
2025-05-14T11:06:50Z,São Paulo,25
2025-05-14T11:06:55Z,Curitiba,43
2025-05-14T11:07:00Z,Porto Alegre,25
2025-05-14T11:07:05Z,Porto Alegre,44
2025-05-14T11:07:10Z,Rio de Janeiro,36
2025-05-14T11:07:15Z,Fortaleza,26
2025-05-14T11:07:20Z,Salvador,33
2025-05-14T11:07:25Z,Rio de Janeiro,34
2025-05-14T11:07:30Z,Fortaleza,25
2025-05-14T11:07:35Z,Rio de Janeiro,28
2025-05-14T11:07:40Z,Rio de Janeiro,40
2025-05-14T11:07:45Z,Curitiba,35
2025-05-14T11:07:50Z,São Paulo,39
2025-05-14T11:07:55Z,Curitiba,39
2025-05-14T11:08:00Z,Salvador,35
2025-05-14T11:08:05Z,Salvador,36
2025-05-14T11:08:10Z,Rio de Janeiro,28
2025-05-14T11:08:15Z,Belo Horizonte,42
2025-05-14T11:08:20Z,Fortaleza,42
2025-05-14T11:08:25Z,Salvador,25
2025-05-14T11:08:30Z,Curitiba,16
2025-05-14T11:08:35Z,Porto Alegre,33
2025-05-14T11:08:40Z,Rio de Janeiro,23
2025-05-14T11:08:45Z,Belo Horizonte,28
2025-05-14T11:08:50Z,Curitiba,29
2025-05-14T11:08:55Z,Fortaleza,22
2025-05-14T11:09:00Z,Porto Alegre,39
2025-05-14T11:09:05Z,Belo Horizonte,42
2025-05-14T11:09:10Z,Fortaleza,24
2025-05-14T11:09:15Z,Fortaleza,26
2025-05-14T11:09:20Z,Porto Alegre,34
2025-05-14T11:09:25Z,Curitiba,26
2025-05-14T11:09:30Z,Rio de Janeiro,43
2025-05-14T11:09:35Z,Salvador,38
2025-05-14T11:09:40Z,Salvador,31
2025-05-14T11:09:45Z,Belo Horizonte,20
2025-05-14T11:09:50Z,Belo Horizonte,40
2025-05-14T11:09:55Z,Fortaleza,17
2025-05-14T11:10:00Z,Salvador,44
2025-05-14T11:10:05Z,Salvador,25
2025-05-14T11:10:10Z,Curitiba,40
2025-05-14T11:10:15Z,Curitiba,31
2025-05-14T11:10:20Z,Salvador,25
2025-05-14T11:10:25Z,Porto Alegre,28
2025-05-14T11:10:30Z,Salvador,37
2025-05-14T11:10:35Z,Belo Horizonte,25
2025-05-14T11:10:40Z,São Paulo,25
2025-05-14T11:10:45Z,Salvador,25
2025-05-14T11:10:50Z,Rio de Janeiro,17
2025-05-14T11:10:55Z,Porto Alegre,33
2025-05-14T11:11:00Z,Fortaleza,28
2025-05-14T11:11:05Z,Porto Alegre,34
2025-05-14T11:11:10Z,Rio de Janeiro,30
2025-05-14T11:11:15Z,Rio de Janeiro,34
2025-05-14T11:11:20Z,São Paulo,29
2025-05-14T11:11:25Z,Salvador,27
2025-05-14T11:11:30Z,Belo Horizonte,42
2025-05-14T11:11:35Z,Curitiba,19
2025-05-14T11:11:40Z,Porto Alegre,17
2025-05-14T11:11:45Z,Curitiba,34
2025-05-14T11:11:50Z,Salvador,16
2025-05-14T11:11:55Z,Rio de Janeiro,39
2025-05-14T11:12:00Z,Fortaleza,34
2025-05-14T11:12:05Z,Curitiba,32
2025-05-14T11:12:10Z,Rio de Janeiro,25
2025-05-14T11:12:15Z,Curitiba,29
2025-05-14T11:12:20Z,Porto Alegre,30
2025-05-14T11:12:25Z,Belo Horizonte,33
2025-05-14T11:12:30Z,Belo Horizonte,40
2025-05-14T11:12:35Z,Fortaleza,16
2025-05-14T11:12:40Z,Fortaleza,33
2025-05-14T11:12:45Z,Salvador,29
2025-05-14T11:12:50Z,Porto Alegre,42
2025-05-14T11:12:55Z,Porto Alegre,30
2025-05-14T11:13:00Z,Porto Alegre,40
2025-05-14T11:13:05Z,Rio de Janeiro,20
2025-05-14T11:13:10Z,Curitiba,16
2025-05-14T11:13:15Z,Fortaleza,33
2025-05-14T11:13:20Z,Fortaleza,25
2025-05-14T11:13:25Z,Belo Horizonte,29
2025-05-14T11:13:30Z,Belo Horizonte,39
2025-05-14T11:13:35Z,Curitiba,28
2025-05-14T11:13:40Z,Rio de Janeiro,35
2025-05-14T11:13:45Z,São Paulo,39
2025-05-14T11:13:50Z,Curitiba,30
2025-05-14T11:13:55Z,Curitiba,18
2025-05-14T11:14:00Z,Fortaleza,24
2025-05-14T11:14:05Z,São Paulo,43
2025-05-14T11:14:10Z,Porto Alegre,43
2025-05-14T11:14:15Z,São Paulo,41
2025-05-14T11:14:20Z,Porto Alegre,26
2025-05-14T11:14:25Z,Belo Horizonte,21
2025-05-14T11:14:30Z,Porto Alegre,15
2025-05-14T11:14:35Z,Curitiba,36
2025-05-14T11:14:40Z,Rio de Janeiro,29
2025-05-14T11:14:45Z,Salvador,32
2025-05-14T11:14:50Z,Fortaleza,29
2025-05-14T11:14:55Z,Fortaleza,30
2025-05-14T11:15:00Z,Curitiba,31
2025-05-14T11:15:05Z,Belo Horizonte,24
2025-05-14T11:15:10Z,Porto Alegre,18
2025-05-14T11:15:15Z,Fortaleza,15
2025-05-14T11:15:20Z,Belo Horizonte,20
2025-05-14T11:15:25Z,Porto Alegre,21
2025-05-14T11:15:30Z,Salvador,25
2025-05-14T11:15:35Z,São Paulo,28
2025-05-14T11:15:40Z,Fortaleza,41
2025-05-14T11:15:45Z,Porto Alegre,30
2025-05-14T11:15:50Z,Belo Horizonte,36
2025-05-14T11:15:55Z,São Paulo,34
2025-05-14T11:16:00Z,Curitiba,21
2025-05-14T11:16:05Z,Porto Alegre,33
2025-05-14T11:16:10Z,Rio de Janeiro,34
2025-05-14T11:16:15Z,Belo Horizonte,21
2025-05-14T11:16:20Z,Rio de Janeiro,31
2025-05-14T11:16:25Z,Salvador,19
2025-05-14T11:16:30Z,Rio de Janeiro,25
2025-05-14T11:16:35Z,Curitiba,18
2025-05-14T11:16:40Z,Belo Horizonte,19
2025-05-14T11:16:45Z,Curitiba,23
2025-05-14T11:16:50Z,Rio de Janeiro,34
2025-05-14T11:16:55Z,Salvador,27
2025-05-14T11:17:00Z,Belo Horizonte,32
2025-05-14T11:17:05Z,Rio de Janeiro,34
2025-05-14T11:17:10Z,Salvador,21
2025-05-14T11:17:15Z,Salvador,41
2025-05-14T11:17:20Z,Porto Alegre,17
2025-05-14T11:17:25Z,Porto Alegre,41
2025-05-14T11:17:30Z,Belo Horizonte,33
2025-05-14T11:17:35Z,Fortaleza,33
2025-05-14T11:17:40Z,Fortaleza,22
2025-05-14T11:17:45Z,Belo Horizonte,26
2025-05-14T11:17:50Z,Belo Horizonte,38
2025-05-14T11:17:55Z,Salvador,32
2025-05-14T11:18:00Z,Porto Alegre,40
2025-05-14T11:18:05Z,Porto Alegre,44
2025-05-14T11:18:10Z,Porto Alegre,15
2025-05-14T11:18:15Z,Fortaleza,32
2025-05-14T11:18:20Z,São Paulo,42
2025-05-14T11:18:25Z,São Paulo,26
2025-05-14T11:18:30Z,Porto Alegre,26
2025-05-14T11:18:35Z,Belo Horizonte,30
2025-05-14T11:18:40Z,Porto Alegre,29
2025-05-14T11:18:45Z,Salvador,35
2025-05-14T11:18:50Z,Curitiba,15
2025-05-14T11:18:55Z,São Paulo,23
2025-05-14T11:19:00Z,Curitiba,33
2025-05-14T11:19:05Z,Curitiba,32
2025-05-14T11:19:10Z,Belo Horizonte,18
2025-05-14T11:19:15Z,Salvador,43
2025-05-14T11:19:20Z,Rio de Janeiro,15
2025-05-14T11:19:25Z,Belo Horizonte,41
2025-05-14T11:19:30Z,Fortaleza,29
2025-05-14T11:19:35Z,Salvador,32
2025-05-14T11:19:40Z,Porto Alegre,23
2025-05-14T11:19:45Z,São Paulo,16
2025-05-14T11:19:50Z,Porto Alegre,22
2025-05-14T11:19:55Z,São Paulo,40
2025-05-14T11:20:00Z,Porto Alegre,16
2025-05-14T11:20:05Z,Rio de Janeiro,38
2025-05-14T11:20:10Z,São Paulo,42
2025-05-14T11:20:15Z,Rio de Janeiro,40
2025-05-14T11:20:20Z,Porto Alegre,28
2025-05-14T11:20:25Z,Curitiba,25
2025-05-14T11:20:30Z,Belo Horizonte,36
2025-05-14T11:20:35Z,Fortaleza,19
2025-05-14T11:20:40Z,Salvador,44
2025-05-14T11:20:45Z,Curitiba,27
2025-05-14T11:20:50Z,Fortaleza,15
2025-05-14T11:20:55Z,Curitiba,34
2025-05-14T11:21:00Z,Salvador,43
2025-05-14T11:21:05Z,Porto Alegre,19
2025-05-14T11:21:10Z,Rio de Janeiro,40
2025-05-14T11:21:15Z,Fortaleza,38
2025-05-14T11:21:20Z,Fortaleza,40
2025-05-14T11:21:25Z,São Paulo,37
2025-05-14T11:21:30Z,Porto Alegre,28
2025-05-14T11:21:35Z,Curitiba,34
2025-05-14T11:21:40Z,Salvador,15
2025-05-14T11:21:45Z,Curitiba,39
2025-05-14T11:21:50Z,Porto Alegre,44
2025-05-14T11:21:55Z,Rio de Janeiro,30
2025-05-14T11:22:00Z,Curitiba,25
2025-05-14T11:22:05Z,Curitiba,22
2025-05-14T11:22:10Z,Curitiba,15
2025-05-14T11:22:15Z,Salvador,25
2025-05-14T11:22:20Z,Porto Alegre,19
2025-05-14T11:22:25Z,Rio de Janeiro,27
2025-05-14T11:22:30Z,Curitiba,30
2025-05-14T11:22:35Z,Belo Horizonte,22
2025-05-14T11:22:40Z,Curitiba,21
2025-05-14T11:22:45Z,Porto Alegre,38
2025-05-14T11:22:50Z,Rio de Janeiro,25
2025-05-14T11:22:55Z,Curitiba,20
2025-05-14T11:23:00Z,Fortaleza,15
2025-05-14T11:23:05Z,Belo Horizonte,18
2025-05-14T11:23:10Z,Belo Horizonte,31
2025-05-14T11:23:15Z,Salvador,19
2025-05-14T11:23:20Z,Fortaleza,37
2025-05-14T11:23:25Z,Belo Horizonte,42
2025-05-14T11:23:30Z,São Paulo,22
2025-05-14T11:23:35Z,Curitiba,35
2025-05-14T11:23:40Z,Curitiba,34
2025-05-14T11:23:45Z,Curitiba,41
2025-05-14T11:23:50Z,Belo Horizonte,25
2025-05-14T11:23:55Z,Porto Alegre,33
2025-05-14T11:24:00Z,Rio de Janeiro,38
2025-05-14T11:24:05Z,Curitiba,21
2025-05-14T11:24:10Z,Porto Alegre,16
2025-05-14T11:24:15Z,Belo Horizonte,33
2025-05-14T11:24:20Z,Fortaleza,28
2025-05-14T11:24:25Z,Rio de Janeiro,21
2025-05-14T11:24:30Z,Rio de Janeiro,20
2025-05-14T11:24:35Z,Fortaleza,25
2025-05-14T11:24:40Z,Salvador,36
2025-05-14T11:24:45Z,Fortaleza,31
2025-05-14T11:24:50Z,Salvador,18
2025-05-14T11:24:55Z,Fortaleza,17
2025-05-14T11:25:00Z,Rio de Janeiro,44
2025-05-14T11:25:05Z,Porto Alegre,38
2025-05-14T11:25:10Z,Porto Alegre,40
2025-05-14T11:25:15Z,Rio de Janeiro,19
2025-05-14T11:25:20Z,São Paulo,26
2025-05-14T11:25:25Z,Curitiba,37
2025-05-14T11:25:30Z,Porto Alegre,17
2025-05-14T11:25:35Z,São Paulo,20
2025-05-14T11:25:40Z,Fortaleza,17
2025-05-14T11:25:45Z,Rio de Janeiro,19
2025-05-14T11:25:50Z,Curitiba,27
2025-05-14T11:25:55Z,Fortaleza,21
2025-05-14T11:26:00Z,Belo Horizonte,31
2025-05-14T11:26:05Z,São Paulo,31
2025-05-14T11:26:10Z,Fortaleza,30
2025-05-14T11:26:15Z,Fortaleza,40
2025-05-14T11:26:20Z,Curitiba,21
2025-05-14T11:26:25Z,Fortaleza,41
2025-05-14T11:26:30Z,Porto Alegre,25
2025-05-14T11:26:35Z,Fortaleza,23
2025-05-14T11:26:40Z,Belo Horizonte,34
2025-05-14T11:26:45Z,Rio de Janeiro,39
2025-05-14T11:26:50Z,São Paulo,26
2025-05-14T11:26:55Z,Fortaleza,27
2025-05-14T11:27:00Z,Belo Horizonte,20
2025-05-14T11:27:05Z,Porto Alegre,26
2025-05-14T11:27:10Z,São Paulo,40
2025-05-14T11:27:15Z,Porto Alegre,39
2025-05-14T11:27:20Z,São Paulo,36
2025-05-14T11:27:25Z,São Paulo,15
2025-05-14T11:27:30Z,Rio de Janeiro,31
2025-05-14T11:27:35Z,Porto Alegre,19
2025-05-14T11:27:40Z,Curitiba,31
2025-05-14T11:27:45Z,Belo Horizonte,16
2025-05-14T11:27:50Z,Porto Alegre,20
2025-05-14T11:27:55Z,Belo Horizonte,19
2025-05-14T11:28:00Z,Fortaleza,35
2025-05-14T11:28:05Z,Salvador,37
2025-05-14T11:28:10Z,Salvador,43
2025-05-14T11:28:15Z,Curitiba,19
2025-05-14T11:28:20Z,Fortaleza,29
2025-05-14T11:28:25Z,Porto Alegre,18
2025-05-14T11:28:30Z,Belo Horizonte,33
2025-05-14T11:28:35Z,Rio de Janeiro,23
2025-05-14T11:28:40Z,Curitiba,17
2025-05-14T11:28:45Z,Porto Alegre,27
2025-05-14T11:28:50Z,Fortaleza,38
2025-05-14T11:28:55Z,Curitiba,21
2025-05-14T11:29:00Z,Salvador,34
2025-05-14T11:29:05Z,Salvador,41
2025-05-14T11:29:10Z,Rio de Janeiro,21
2025-05-14T11:29:15Z,Salvador,20
2025-05-14T11:29:20Z,Rio de Janeiro,16
2025-05-14T11:29:25Z,São Paulo,28
2025-05-14T11:29:30Z,Belo Horizonte,31
2025-05-14T11:29:35Z,Salvador,19
2025-05-14T11:29:40Z,Fortaleza,44
2025-05-14T11:29:45Z,Salvador,37
2025-05-14T11:29:50Z,Fortaleza,40
2025-05-14T11:29:55Z,São Paulo,17
2025-05-14T11:30:00Z,Rio de Janeiro,17
2025-05-14T11:30:05Z,Rio de Janeiro,24
2025-05-14T11:30:10Z,Curitiba,41
2025-05-14T11:30:15Z,Curitiba,33
2025-05-14T11:30:20Z,Salvador,15
2025-05-14T11:30:25Z,Porto Alegre,42
2025-05-14T11:30:30Z,Belo Horizonte,29
2025-05-14T11:30:35Z,Curitiba,29
2025-05-14T11:30:40Z,Porto Alegre,24
2025-05-14T11:30:45Z,Rio de Janeiro,36
2025-05-14T11:30:50Z,Fortaleza,43
2025-05-14T11:30:55Z,Belo Horizonte,39
2025-05-14T11:31:00Z,Porto Alegre,30
2025-05-14T11:31:05Z,Salvador,39
2025-05-14T11:31:10Z,Salvador,20
2025-05-14T11:31:15Z,Rio de Janeiro,18
2025-05-14T11:31:20Z,Fortaleza,28
2025-05-14T11:31:25Z,São Paulo,21
2025-05-14T11:31:30Z,Rio de Janeiro,18
2025-05-14T11:31:35Z,Salvador,25
2025-05-14T11:31:40Z,Rio de Janeiro,41
2025-05-14T11:31:45Z,Salvador,16
2025-05-14T11:31:50Z,Curitiba,43
2025-05-14T11:31:55Z,Curitiba,35
2025-05-14T11:32:00Z,Salvador,29
2025-05-14T11:32:05Z,Rio de Janeiro,15
2025-05-14T11:32:10Z,Rio de Janeiro,25
2025-05-14T11:32:15Z,Curitiba,19
2025-05-14T11:32:20Z,Rio de Janeiro,34
2025-05-14T11:32:25Z,Curitiba,39
2025-05-14T11:32:30Z,Salvador,35
2025-05-14T11:32:35Z,Salvador,33
2025-05-14T11:32:40Z,Fortaleza,21
2025-05-14T11:32:45Z,Porto Alegre,16
2025-05-14T11:32:50Z,São Paulo,20
2025-05-14T11:32:55Z,São Paulo,38
2025-05-14T11:33:00Z,São Paulo,41
2025-05-14T11:33:05Z,Rio de Janeiro,26
2025-05-14T11:33:10Z,São Paulo,16
2025-05-14T11:33:15Z,Belo Horizonte,33
2025-05-14T11:33:20Z,Fortaleza,16
2025-05-14T11:33:25Z,Rio de Janeiro,19
2025-05-14T11:33:30Z,Fortaleza,22
2025-05-14T11:33:35Z,Porto Alegre,31
2025-05-14T11:33:40Z,Belo Horizonte,24
2025-05-14T11:33:45Z,Curitiba,44
2025-05-14T11:33:50Z,Rio de Janeiro,34
2025-05-14T11:33:55Z,Rio de Janeiro,23
2025-05-14T11:34:00Z,Salvador,16
2025-05-14T11:34:05Z,Belo Horizonte,16
2025-05-14T11:34:10Z,Curitiba,28
2025-05-14T11:34:15Z,Salvador,34
2025-05-14T11:34:20Z,Curitiba,26
2025-05-14T11:34:25Z,São Paulo,16
2025-05-14T11:34:30Z,São Paulo,42
2025-05-14T11:34:35Z,Fortaleza,17
2025-05-14T11:34:40Z,Fortaleza,30
2025-05-14T11:34:45Z,Salvador,39
2025-05-14T11:34:50Z,Curitiba,37
2025-05-14T11:34:55Z,Curitiba,23
2025-05-14T11:35:00Z,Salvador,30
2025-05-14T11:35:05Z,Belo Horizonte,35
2025-05-14T11:35:10Z,Rio de Janeiro,43
2025-05-14T11:35:15Z,Curitiba,33
2025-05-14T11:35:20Z,Curitiba,35
2025-05-14T11:35:25Z,Salvador,21
2025-05-14T11:35:30Z,Rio de Janeiro,39
2025-05-14T11:35:35Z,Porto Alegre,28
2025-05-14T11:35:40Z,Porto Alegre,32
2025-05-14T11:35:45Z,Curitiba,23
2025-05-14T11:35:50Z,Belo Horizonte,41
2025-05-14T11:35:55Z,Rio de Janeiro,30
